TA_F,SW_IN_F,RH,NETRAD,PA_F,WS_F,USTAR,PPFD_IN,P_F,CO2_F,VPD_kPa,SWC_m3m3,VPD_F,TIMESTAMP_START,TIMESTAMP_END
5.782,0.0,71.551,-85.149,98.9,3.807,0.23426,1.9581,0.0,398.81,0.2621,0.091,2.621,2011-05-27 01:00:00,2011-05-27 01:30:00
6.071,0.0,73.477,-85.759,98.9,4.062,0.416,1.9547,0.0,398.77,0.2493,0.091,2.493,2011-05-27 01:30:00,2011-05-27 02:00:00
6.026,0.0,76.053,-83.812,98.9,4.055,0.27888,1.9116,0.0,399.93,0.2244,0.091,2.2439999999999998,2011-05-27 02:00:00,2011-05-27 02:30:00
6.363,0.0,72.742,-84.537,98.9,4.206,0.38211,1.9504,0.0,399.26,0.2615,0.091,2.615,2011-05-27 02:30:00,2011-05-27 03:00:00
6.651,0.0,71.973,-87.812,98.913,4.162,0.50952,1.9346,0.0,398.96,0.2742,0.0905,2.742,2011-05-27 03:00:00,2011-05-27 03:30:00
6.656,0.0,72.829,-87.862,98.97,4.02,0.45232,1.946,0.0,398.99,0.2658999999999999,0.0905,2.658999999999999,2011-05-27 03:30:00,2011-05-27 04:00:00
6.618,0.0,73.72,-88.5,99.0,3.46,0.34959,1.9587,0.0,399.06,0.2565,0.0905,2.565,2011-05-27 04:00:00,2011-05-27 04:30:00
6.521,0.0,74.226,-88.067,99.0,3.694,0.27616,4.9712,0.0,399.14,0.2499,0.0905,2.499,2011-05-27 04:30:00,2011-05-27 05:00:00
6.417,12.625,72.614,-82.737,99.0,4.087,0.40447,46.857,0.0,398.57,0.2637,0.0905,2.637,2011-05-27 05:00:00,2011-05-27 05:30:00
6.989,36.658,64.57,-75.879,99.097,3.933,0.40634,112.54,0.0,397.44,0.3548,0.0905,3.548,2011-05-27 05:30:00,2011-05-27 06:00:00
7.385,161.64,60.706,31.35,99.1,3.844,0.45556,266.35,0.0,396.96,0.4043,0.0905,4.043,2011-05-27 06:00:00,2011-05-27 06:30:00
8.148,256.02,57.714,105.56,99.1,3.635,0.5337,517.66,0.0,396.44,0.4584,0.0905,4.584,2011-05-27 06:30:00,2011-05-27 07:00:00
8.514,345.51,53.932,183.14,99.08,3.131,0.72503,722.33,0.0,395.52,0.5119,0.0905,5.119,2011-05-27 07:00:00,2011-05-27 07:30:00
8.713,443.28,51.317,269.6,99.0,4.102,0.74971,915.57,0.0,394.72,0.5483,0.0905,5.4830000000000005,2011-05-27 07:30:00,2011-05-27 08:00:00
9.582,534.71,50.447,349.33,99.0,3.363,0.78046,1104.4,0.0,393.86,0.5918,0.0905,5.918,2011-05-27 08:00:00,2011-05-27 08:30:00
10.403,620.71,49.232,424.43,99.0,3.73,0.64695,1260.2,0.0,393.11,0.6406,0.0905,6.406,2011-05-27 08:30:00,2011-05-27 09:00:00
10.87,700.77,46.751,494.11,99.0,3.203,0.79205,1400.8,0.0,392.06,0.6932,0.0905,6.932,2011-05-27 09:00:00,2011-05-27 09:30:00
12.1,773.44,45.423,558.08,98.93,3.972,0.76577,1506.4,0.0,391.21,0.7708,0.0905,7.708,2011-05-27 09:30:00,2011-05-27 10:00:00
12.162,837.5,43.827,614.34,98.9,4.587,0.77746,1601.9,0.0,390.52,0.7966,0.0905,7.965999999999999,2011-05-27 10:00:00,2011-05-27 10:30:00
12.72,888.71,42.5,660.09,98.9,4.184,0.85105,1727.1,0.0,390.14,0.8458,0.09,8.458,2011-05-27 10:30:00,2011-05-27 11:00:00
13.111,931.33,40.634,694.61,98.9,4.051,0.56228,1831.9,0.0,389.98,0.8958999999999999,0.09,8.959,2011-05-27 11:00:00,2011-05-27 11:30:00
13.125,962.6,39.542,719.27,98.9,3.794,0.90941,1907.5,0.0,389.72,0.9132,0.09,9.132,2011-05-27 11:30:00,2011-05-27 12:00:00
13.222,977.09,39.588,732.99,98.9,4.781,0.84508,1974.4,0.0,389.37,0.9183,0.09,9.183,2011-05-27 12:00:00,2011-05-27 12:30:00
13.365,981.9,38.927,736.28,98.9,5.382,0.87213,1981.0,0.0,389.08,0.9371,0.09,9.371,2011-05-27 12:30:00,2011-05-27 13:00:00
14.178,969.77,36.807,722.93,98.9,5.376,0.82417,1932.5,0.0,389.03,1.0222,0.09,10.222,2011-05-27 13:00:00,2011-05-27 13:30:00
14.686,939.95,35.201,695.29,98.86,5.741,0.98316,1888.4,0.0,389.14,1.0832000000000002,0.0895,10.832,2011-05-27 13:30:00,2011-05-27 14:00:00
15.152,886.91,35.817,648.54,98.8,5.684,0.87956,1777.2,0.0,388.73,1.1056,0.0895,11.056,2011-05-27 14:00:00,2011-05-27 14:30:00
15.372,768.11,35.412,549.02,98.8,5.21,0.87156,1538.0,0.0,388.59,1.1284,0.0895,11.284,2011-05-27 14:30:00,2011-05-27 15:00:00
15.436,752.11,34.364,536.0,98.75,5.394,0.80157,1478.3,0.0,388.3,1.1515,0.0895,11.515,2011-05-27 15:00:00,2011-05-27 15:30:00
15.861,740.97,34.544,518.21,98.7,5.837,0.91778,1474.6,0.0,388.05,1.1800000000000002,0.0895,11.8,2011-05-27 15:30:00,2011-05-27 16:00:00
15.392,573.61,34.724,376.57,98.687,5.509,0.76555,1140.4,0.0,387.82,1.1419,0.0895,11.418999999999999,2011-05-27 16:00:00,2011-05-27 16:30:00
15.151,409.38,36.903,247.17,98.6,5.016,0.89585,823.77,0.0,387.3,1.0868,0.089,10.868,2011-05-27 16:30:00,2011-05-27 17:00:00
15.059,365.01,38.208,207.27,98.6,5.524,0.74706,748.96,0.0,387.15,1.0581,0.0885,10.581,2011-05-27 17:00:00,2011-05-27 17:30:00
14.972,349.42,39.137,191.9,98.57,4.715,0.80451,741.04,0.0,386.9,1.0364,0.0885,10.364,2011-05-27 17:30:00,2011-05-27 18:00:00
15.202,261.81,39.547,108.31,98.5,4.868,0.67759,581.11,0.0,386.82,1.0447,0.0885,10.447,2011-05-27 18:00:00,2011-05-27 18:30:00
15.177,152.89,41.308,19.676,98.5,4.878,0.60156,334.18,0.0,387.03,1.0127000000000002,0.0885,10.127000000000002,2011-05-27 18:30:00,2011-05-27 19:00:00
14.419,88.719,42.884,-28.024,98.5,4.031,0.53829,190.81,0.0,386.96,0.9385,0.0885,9.385,2011-05-27 19:00:00,2011-05-27 19:30:00
13.721,26.232,45.592,-71.811,98.5,3.447,0.37386,58.055,0.0,387.52,0.8544,0.0885,8.544,2011-05-27 19:30:00,2011-05-27 20:00:00
13.207,1.786,47.325,-84.352,98.5,3.192,0.28534,10.144,0.0,388.54,0.7998999999999999,0.0885,7.999,2011-05-27 20:00:00,2011-05-27 20:30:00
12.844,0.0,49.346,-29.4,98.5,2.504,0.16711,2.0139,0.0,389.86,0.7512,0.0885,7.512,2011-05-27 20:30:00,2011-05-27 21:00:00
12.995,0.0,51.5,-11.585,98.5,2.182,0.13316,2.0044,0.0,391.04,0.7264,0.0885,7.264,2011-05-27 21:00:00,2011-05-27 21:30:00
13.407,0.0,58.651,-11.815,98.5,3.283,0.34172,2.0098,0.0,392.04,0.6362,0.088,6.362,2011-05-27 21:30:00,2011-05-27 22:00:00
13.263,0.0,63.446,-12.852,98.5,3.288,0.45232,2.0016,0.0,390.19,0.5572,0.088,5.572,2011-05-27 22:00:00,2011-05-27 22:30:00
13.0,0.0,61.75,-13.982,98.477,3.075,0.3935,2.0109,0.0,389.88,0.5730999999999999,0.088,5.731,2011-05-27 22:30:00,2011-05-27 23:00:00
13.037,0.0,61.729,-19.732,98.4,2.374,0.25456,2.0424,0.0,390.71,0.5748,0.0875,5.747999999999999,2011-05-27 23:00:00,2011-05-27 23:30:00
12.862,0.0,61.279,-13.495,98.357,2.543,0.25012,2.0052,0.0,391.57,0.5749,0.0875,5.749,2011-05-27 23:30:00,2011-05-28 00:00:00
12.914,0.0,62.488,-11.124,98.3,2.619,0.18466,2.0048,0.0,392.03,0.5589000000000001,0.0875,5.589,2011-05-28 00:00:00,2011-05-28 00:30:00
12.372,0.0,67.186,-10.173,98.28,3.187,0.28909,1.9981,0.0,391.53,0.4718,0.0875,4.718,2011-05-28 00:30:00,2011-05-28 01:00:00
11.586,0.0,74.909,-8.3922,98.2,2.418,0.35025,2.0063,0.0,390.71,0.3424999999999999,0.0875,3.424999999999999,2011-05-28 01:00:00,2011-05-28 01:30:00
11.692,0.0,71.389,-4.9883,98.197,1.582,0.11831,2.0091,0.0,393.11,0.3933,0.0875,3.933,2011-05-28 01:30:00,2011-05-28 02:00:00
12.004,0.0,70.277,-5.996,98.1,1.836,0.10411,2.0171,0.0,395.89,0.4171,0.0875,4.171,2011-05-28 02:00:00,2011-05-28 02:30:00
11.503,0.0,73.694,-9.2236,98.1,1.853,0.17488,2.048,0.0,396.81,0.3571,0.0875,3.5709999999999997,2011-05-28 02:30:00,2011-05-28 03:00:00
11.488,0.0,74.714,-5.6689,98.08,2.09,0.19381,2.0136,0.0,398.6,0.343,0.0875,3.43,2011-05-28 03:00:00,2011-05-28 03:30:00
11.773,0.0,75.891,-5.8818,98.093,2.064,0.28956,1.9522,0.0,399.84,0.3332,0.0875,3.332,2011-05-28 03:30:00,2011-05-28 04:00:00
11.621,0.0,77.354,-10.989,98.033,1.566,0.23924,1.9885,0.0,400.68,0.3099,0.0875,3.099,2011-05-28 04:00:00,2011-05-28 04:30:00
11.495,0.0,79.545,-8.0712,98.053,2.787,0.31575,2.0068,0.0,402.27,0.2775999999999999,0.0875,2.775999999999999,2011-05-28 04:30:00,2011-05-28 05:00:00
11.503,1.498,85.846,-4.22092,98.0,1.87,0.15502,4.3091,2.1,402.87,0.1921999999999999,0.0875,1.921999999999999,2011-05-28 05:00:00,2011-05-28 05:30:00
10.587,4.279,92.148,-0.37064,98.087,2.877,0.25464,10.251,0.0,405.18,0.1002999999999999,0.09,1.002999999999999,2011-05-28 05:30:00,2011-05-28 06:00:00
10.644,18.049,94.762,12.347,98.033,2.347,0.21817,37.962,0.3,406.76,0.0672,0.0935,0.6719999999999999,2011-05-28 06:00:00,2011-05-28 06:30:00
10.506,48.05,95.093,38.98,98.0,2.78,0.3034,97.064,0.0,404.26,0.0623,0.093,0.623,2011-05-28 06:30:00,2011-05-28 07:00:00
10.55,68.764,96.686,58.267,98.0,2.847,0.35445,141.16,0.0,401.41,0.0422,0.093,0.42200000000000004,2011-05-28 07:00:00,2011-05-28 07:30:00
10.793,109.2,97.258,93.649,97.947,2.496,0.41034,220.34,0.0,398.59,0.0355,0.092,0.355,2011-05-28 07:30:00,2011-05-28 08:00:00
11.284,123.63,97.678,106.05,97.9,2.308,0.43868,252.97,0.0,396.71,0.0311,0.092,0.311,2011-05-28 08:00:00,2011-05-28 08:30:00
11.316,138.4,96.453,119.14,97.9,3.517,0.53166,289.51,0.0,395.8,0.0475999999999999,0.091,0.475999999999999,2011-05-28 08:30:00,2011-05-28 09:00:00
11.383,108.27,94.749,92.967,97.89,3.375,0.40792,234.02,0.0,394.19,0.0707,0.091,0.707,2011-05-28 09:00:00,2011-05-28 09:30:00
12.08,181.0,93.729,155.38,97.9,3.534,0.48991,381.41,0.0,392.81,0.0884,0.091,0.8840000000000001,2011-05-28 09:30:00,2011-05-28 10:00:00
12.514,128.39,92.267,109.97,97.867,3.517,0.57645,275.12,0.0,391.98,0.1122,0.091,1.1219999999999999,2011-05-28 10:00:00,2011-05-28 10:30:00
12.616,79.596,91.042,67.211,97.88,3.464,0.47398,176.99,0.0,391.79,0.1309,0.091,1.309,2011-05-28 10:30:00,2011-05-28 11:00:00
12.885,80.245,90.707,67.423,97.887,2.797,0.40841,183.89,0.0,391.92,0.1382,0.0905,1.382,2011-05-28 11:00:00,2011-05-28 11:30:00
13.243,123.74,89.087,101.95,97.867,4.055,0.64742,269.63,0.0,392.28,0.1661,0.0905,1.661,2011-05-28 11:30:00,2011-05-28 12:00:00
14.014,200.5,86.708,164.44,97.807,3.136,0.6987,421.46,0.0,391.89,0.2126999999999999,0.0905,2.126999999999999,2011-05-28 12:00:00,2011-05-28 12:30:00
14.77,204.51,83.625,164.91,97.803,5.083,0.78202,433.39,0.0,391.49,0.2752,0.0905,2.752,2011-05-28 12:30:00,2011-05-28 13:00:00
14.344,220.69,86.388,178.27,97.89,6.864,1.0926,462.07,0.0,392.21,0.2226,0.0905,2.226,2011-05-28 13:00:00,2011-05-28 13:30:00
14.692,357.17,83.859,285.48,97.9,6.713,1.0327,714.51,0.0,392.85,0.2699,0.09,2.699,2011-05-28 13:30:00,2011-05-28 14:00:00
15.568,504.93,78.627,395.73,97.9,5.68,1.1297,1016.0,0.0,391.89,0.3781,0.09,3.7809999999999997,2011-05-28 14:00:00,2011-05-28 14:30:00
15.895,381.21,74.902,287.62,97.9,5.949,1.1769,770.32,0.0,391.7,0.4533999999999999,0.09,4.533999999999999,2011-05-28 14:30:00,2011-05-28 15:00:00
16.486,416.13,74.239,300.26,97.9,5.246,1.0022,844.46,0.0,390.41,0.4833,0.0895,4.833,2011-05-28 15:00:00,2011-05-28 15:30:00
16.483,511.29,71.466,373.24,97.9,6.246,1.1638,1035.2,0.0,389.83,0.5352,0.0895,5.352,2011-05-28 15:30:00,2011-05-28 16:00:00
16.805,432.73,70.486,298.43,97.9,6.241,1.1142,875.52,0.0,389.29,0.5650000000000001,0.0895,5.65,2011-05-28 16:00:00,2011-05-28 16:30:00
17.548,534.73,68.317,366.86,97.9,5.955,1.0607,1103.9,0.0,388.33,0.6357999999999999,0.0895,6.357999999999999,2011-05-28 16:30:00,2011-05-28 17:00:00
17.329,349.48,66.673,208.94,97.9,6.332,0.88747,736.78,0.0,387.87,0.6596,0.0895,6.596,2011-05-28 17:00:00,2011-05-28 17:30:00
17.255,277.65,66.638,152.76,97.9,4.149,0.97569,590.54,0.0,386.83,0.6572,0.0895,6.572,2011-05-28 17:30:00,2011-05-28 18:00:00
17.444,184.28,66.396,80.375,97.933,4.838,0.79793,388.23,0.0,386.51,0.6698999999999999,0.0895,6.699,2011-05-28 18:00:00,2011-05-28 18:30:00
17.203,112.74,66.287,26.101,98.0,3.819,0.59078,234.78,0.0,386.4,0.6618999999999999,0.0885,6.619,2011-05-28 18:30:00,2011-05-28 19:00:00
16.886,86.062,66.662,-6.1487,98.0,4.548,0.75764,180.66,0.0,387.7,0.6415,0.0885,6.414999999999999,2011-05-28 19:00:00,2011-05-28 19:30:00
16.251,14.497,69.311,-75.685,98.0,3.69,0.41352,45.614,0.0,388.13,0.5671999999999999,0.0885,5.671999999999999,2011-05-28 19:30:00,2011-05-28 20:00:00
16.377,2.333,72.541,-83.583,98.033,3.557,0.2683,11.986,0.0,388.18,0.5115999999999999,0.0885,5.116,2011-05-28 20:00:00,2011-05-28 20:30:00
15.857,0.0,74.587,-85.48,98.1,3.604,0.20484,2.0375,0.0,388.42,0.458,0.0885,4.58,2011-05-28 20:30:00,2011-05-28 21:00:00
15.197,0.0,77.595,-82.773,98.1,3.568,0.2477,2.0366,0.0,389.7,0.3871,0.0885,3.871,2011-05-28 21:00:00,2011-05-28 21:30:00
14.925,0.0,78.255,-82.828,98.1,4.713,0.32248,2.0321,0.0,391.39,0.3691,0.0885,3.691,2011-05-28 21:30:00,2011-05-28 22:00:00
14.749,0.0,81.108,-76.114,98.12,3.72,0.17703,2.0199,0.0,392.73,0.3171,0.0885,3.171,2011-05-28 22:00:00,2011-05-28 22:30:00
14.303,0.0,81.347,-69.703,98.143,3.612,0.10677,2.0156,0.0,393.83,0.3041999999999999,0.0885,3.041999999999999,2011-05-28 22:30:00,2011-05-28 23:00:00
13.742,0.0,84.604,-79.031,98.1,4.819,0.33515,2.0035,0.0,396.54,0.2420999999999999,0.088,2.420999999999999,2011-05-28 23:00:00,2011-05-28 23:30:00
13.453,0.0,86.177,-74.306,98.113,3.825,0.30276,2.0124,0.0,396.53,0.2133,0.088,2.133,2011-05-28 23:30:00,2011-05-29 00:00:00
13.464,0.0,86.844,-65.178,98.2,3.545,0.31758,2.0329,0.0,395.95,0.2032,0.088,2.032,2011-05-29 00:00:00,2011-05-29 00:30:00
14.25,0.0,87.662,-65.976,98.2,4.638,0.54538,1.9706,0.0,395.24,0.2004999999999999,0.088,2.004999999999999,2011-05-29 00:30:00,2011-05-29 01:00:00
14.599,0.0,89.153,-49.485,98.1,4.709,0.6412,2.0266,0.0,395.71,0.1803,0.088,1.803,2011-05-29 01:00:00,2011-05-29 01:30:00
14.043,0.0,90.077,-46.815,98.1,5.066,0.65082,2.0187,0.0,397.28,0.1591,0.088,1.591,2011-05-29 01:30:00,2011-05-29 02:00:00
13.747,0.0,90.882,-49.6,98.1,3.815,0.50194,2.0178,0.0,397.59,0.1434,0.088,1.434,2011-05-29 02:00:00,2011-05-29 02:30:00
13.684,0.0,91.611,-71.884,98.1,3.638,0.44294,2.0201,0.0,397.51,0.1314,0.088,1.3139999999999998,2011-05-29 02:30:00,2011-05-29 03:00:00
13.357,0.0,91.985,-73.268,98.1,3.694,0.45843,2.0034,0.0,398.07,0.1229,0.088,1.2289999999999999,2011-05-29 03:00:00,2011-05-29 03:30:00
13.265,0.0,91.545,-71.978,98.1,3.923,0.42562,2.017,0.0,398.62,0.1289,0.088,1.289,2011-05-29 03:30:00,2011-05-29 04:00:00
13.223,0.0,91.627,-73.17,98.1,3.64,0.37468,2.0358,0.0,399.08,0.1273,0.088,1.273,2011-05-29 04:00:00,2011-05-29 04:30:00
13.0,2.468,90.606,-65.495,98.1,3.542,0.33302,6.2858,0.0,399.39,0.1407,0.088,1.407,2011-05-29 04:30:00,2011-05-29 05:00:00
13.105,26.144,90.577,-45.686,98.1,4.083,0.34684,53.961,0.0,399.58,0.1421,0.088,1.421,2011-05-29 05:00:00,2011-05-29 05:30:00
13.506,61.45,89.715,-24.769,98.1,3.642,0.35898,134.87,0.0,399.1,0.1593,0.088,1.593,2011-05-29 05:30:00,2011-05-29 06:00:00
13.938,137.57,87.374,36.177,98.133,4.088,0.35021,270.94,0.0,397.2,0.2011,0.088,2.011,2011-05-29 06:00:00,2011-05-29 06:30:00
15.292,229.6,85.136,106.47,98.2,4.361,0.46304,484.15,0.0,395.41,0.2584,0.088,2.584,2011-05-29 06:30:00,2011-05-29 07:00:00
15.984,318.45,80.674,185.01,98.2,4.76,0.59923,677.25,0.0,393.66,0.3511,0.088,3.511,2011-05-29 07:00:00,2011-05-29 07:30:00
16.666,350.92,78.53,215.9,98.253,4.293,0.5993,735.9,0.0,392.24,0.4074,0.088,4.074,2011-05-29 07:30:00,2011-05-29 08:00:00
17.664,406.15,76.02,284.86,98.337,4.111,0.78829,840.11,0.0,391.81,0.4847,0.088,4.847,2011-05-29 08:00:00,2011-05-29 08:30:00
17.352,254.23,75.853,193.79,98.4,3.854,0.75105,514.86,0.0,391.59,0.4785999999999999,0.088,4.786,2011-05-29 08:30:00,2011-05-29 09:00:00
17.178,148.54,76.632,111.17,98.4,4.122,0.71054,306.61,0.0,391.99,0.4581,0.088,4.581,2011-05-29 09:00:00,2011-05-29 09:30:00
17.459,328.31,76.22,253.91,98.4,3.945,0.5788,665.5,0.0,392.27,0.4745,0.0875,4.745,2011-05-29 09:30:00,2011-05-29 10:00:00
18.243,821.79,71.128,624.34,98.4,4.831,0.72042,1669.2,0.0,392.02,0.6053,0.087,6.052999999999999,2011-05-29 10:00:00,2011-05-29 10:30:00
18.402,635.29,68.712,480.56,98.4,4.246,0.59313,1313.6,0.0,391.48,0.6625,0.087,6.625,2011-05-29 10:30:00,2011-05-29 11:00:00
18.09,472.73,69.128,354.26,98.427,3.772,0.77588,989.53,0.0,390.71,0.641,0.087,6.41,2011-05-29 11:00:00,2011-05-29 11:30:00
17.797,406.75,70.893,303.28,98.4,2.937,0.42285,853.2,0.0,390.67,0.5932999999999999,0.087,5.933,2011-05-29 11:30:00,2011-05-29 12:00:00
18.741,770.27,67.667,591.32,98.4,1.722,0.51203,1630.6,0.0,390.52,0.6993,0.087,6.993,2011-05-29 12:00:00,2011-05-29 12:30:00
19.094,864.8,63.021,658.49,98.4,3.099,0.63046,1835.6,0.0,389.06,0.8176,0.087,8.176,2011-05-29 12:30:00,2011-05-29 13:00:00
20.091,663.96,55.081,489.71,98.477,2.869,0.6083,1375.3,0.0,387.98,1.0566,0.087,10.565999999999999,2011-05-29 13:00:00,2011-05-29 13:30:00
20.189,623.86,49.018,453.42,98.527,3.18,0.45539,1292.0,0.0,388.21,1.2065,0.087,12.065,2011-05-29 13:30:00,2011-05-29 14:00:00
20.425,624.57,46.642,451.0,98.6,3.374,0.54692,1293.4,0.0,388.37,1.2812,0.0865,12.812,2011-05-29 14:00:00,2011-05-29 14:30:00
20.642,333.57,42.565,237.31,98.6,2.887,0.60171,698.0,0.0,388.38,1.3977,0.0865,13.977,2011-05-29 14:30:00,2011-05-29 15:00:00
20.259,233.06,42.97,160.54,98.6,2.472,0.37143,497.81,0.0,387.71,1.3554,0.086,13.553999999999998,2011-05-29 15:00:00,2011-05-29 15:30:00
20.045,166.61,45.071,110.31,98.6,2.435,0.38455,360.17,0.0,387.82,1.2883,0.086,12.883,2011-05-29 15:30:00,2011-05-29 16:00:00
19.877,318.2,44.088,215.72,98.51,0.985,0.233,670.38,0.0,387.53,1.2978,0.086,12.978000000000002,2011-05-29 16:00:00,2011-05-29 16:30:00
19.58,325.28,47.264,202.62,98.44,2.052,0.38425,687.61,0.0,386.79,1.2018,0.086,12.018,2011-05-29 16:30:00,2011-05-29 17:00:00
19.649,282.86,51.179,169.56,98.537,2.034,0.58744,598.35,0.0,386.15,1.1173,0.086,11.173,2011-05-29 17:00:00,2011-05-29 17:30:00
19.518,219.5,58.108,113.74,98.59,2.314,0.44404,465.5,0.0,386.14,0.951,0.0855,9.51,2011-05-29 17:30:00,2011-05-29 18:00:00
19.303,222.31,48.268,101.29,98.6,1.454,0.48359,486.24,0.0,387.12,1.1587999999999998,0.0855,11.587999999999997,2011-05-29 18:00:00,2011-05-29 18:30:00
19.092,123.17,48.08,20.223,98.6,1.753,0.092236,272.91,0.0,387.35,1.1478,0.0855,11.478,2011-05-29 18:30:00,2011-05-29 19:00:00
19.112,61.968,53.761,-23.303,98.6,1.871,0.12377,135.1,0.0,386.33,1.0235,0.0855,10.235000000000001,2011-05-29 19:00:00,2011-05-29 19:30:00
17.894,25.382,56.222,-43.57,98.6,2.493,0.07654,52.708,0.0,387.75,0.8977999999999999,0.0855,8.978,2011-05-29 19:30:00,2011-05-29 20:00:00
16.367,3.662,69.903,-63.842,98.63,2.667,0.2291,12.624,0.0,392.01,0.5604,0.0855,5.604,2011-05-29 20:00:00,2011-05-29 20:30:00
16.019,0.0,72.324,-28.705,98.697,3.11,0.17334,2.0548,0.0,392.62,0.504,0.085,5.04,2011-05-29 20:30:00,2011-05-29 21:00:00
15.832,0.0,72.56,-18.7699,98.727,1.931,0.14618,2.0277,0.3,393.28,0.4937999999999999,0.085,4.937999999999999,2011-05-29 21:00:00,2011-05-29 21:30:00
15.969,0.302,74.552,-8.8348,98.85,1.509,0.15065,2.0444,0.15,392.16,0.4619,0.085,4.619,2011-05-29 21:30:00,2011-05-29 22:00:00
16.297,0.0,74.018,-7.8231,98.843,1.948,0.11756,2.0338,1.0,391.26,0.4816,0.085,4.816,2011-05-29 22:00:00,2011-05-29 22:30:00
16.504,5.024,62.596,-6.8114,98.9,1.978,0.074546,2.0895,0.0,390.64,0.7025,0.086,7.025,2011-05-29 22:30:00,2011-05-29 23:00:00
15.632,1.806,79.442,-4.6785,98.927,1.9,0.16672,2.0355,0.0,399.33,0.3652,0.088,3.652,2011-05-29 23:00:00,2011-05-29 23:30:00
15.154,1.452,85.353,-5.1241,98.997,2.59,0.064136,1.9543,0.0,402.09,0.2523,0.0875,2.523,2011-05-29 23:30:00,2011-05-30 00:00:00
15.461,0.984,72.316,-4.1302,98.973,2.821,0.12362,2.0444,0.0,399.31,0.4864,0.087,4.864,2011-05-30 00:00:00,2011-05-30 00:30:00
15.371,0.0,75.754,-33.228,98.92,3.462,0.045243,2.0241,0.0,403.52,0.4236,0.087,4.236,2011-05-30 00:30:00,2011-05-30 01:00:00
15.12,0.0,74.011,-38.613,98.95,3.517,0.18486,2.0154,0.0,401.45,0.4468,0.087,4.468,2011-05-30 01:00:00,2011-05-30 01:30:00
14.837,0.0,70.349,-22.778,98.913,3.27,0.18571,2.0178,0.0,400.23,0.5005,0.0865,5.004999999999999,2011-05-30 01:30:00,2011-05-30 02:00:00
14.524,0.0,71.491,-46.952,98.9,4.267,0.28309,2.0423,0.0,402.17,0.4716,0.0865,4.716,2011-05-30 02:00:00,2011-05-30 02:30:00
14.48,0.0,72.561,-49.661,98.873,4.166,0.39057,2.0109,0.0,398.98,0.4526,0.0865,4.526,2011-05-30 02:30:00,2011-05-30 03:00:00
14.732,0.0,79.902,-27.802,98.9,2.14,0.13363,2.0201,0.0,401.19,0.337,0.0865,3.37,2011-05-30 03:00:00,2011-05-30 03:30:00
13.364,0.0,87.384,-1.2887,98.9,3.308,0.32459,1.9433,0.0,407.6,0.1936,0.0865,1.936,2011-05-30 03:30:00,2011-05-30 04:00:00
13.314,0.045,88.929,0.21216,98.9,4.258,0.40491,2.0129,0.0,402.3,0.1693,0.0865,1.693,2011-05-30 04:00:00,2011-05-30 04:30:00
13.501,0.503,92.883,0.35148,98.9,3.341,0.32904,2.1979,0.0,402.32,0.1102,0.0865,1.102,2011-05-30 04:30:00,2011-05-30 05:00:00
13.708,3.386,95.119,2.7013,98.9,2.284,0.20536,7.7333,0.0,403.4,0.0766,0.0865,0.766,2011-05-30 05:00:00,2011-05-30 05:30:00
14.152,7.657,94.839,5.3291,98.95,2.663,0.28803,17.827,0.0,404.58,0.0833,0.0865,0.833,2011-05-30 05:30:00,2011-05-30 06:00:00
13.813,11.739,94.478,8.6493,99.0,3.256,0.26793,27.507,0.0,405.75,0.0872,0.086,0.872,2011-05-30 06:00:00,2011-05-30 06:30:00
13.987,20.723,90.834,15.267,99.07,3.166,0.33692,47.942,0.0,404.09,0.1464,0.086,1.464,2011-05-30 06:30:00,2011-05-30 07:00:00
14.33,41.029,88.777,33.285,99.02,3.575,0.36029,89.558,0.0,403.59,0.1833,0.086,1.833,2011-05-30 07:00:00,2011-05-30 07:30:00
14.961,124.68,86.741,103.26,99.0,3.964,0.39881,259.21,0.0,403.02,0.2255999999999999,0.086,2.2559999999999993,2011-05-30 07:30:00,2011-05-30 08:00:00
15.242,148.01,80.301,120.43,99.08,3.558,0.51051,308.19,0.0,400.22,0.3413,0.086,3.413,2011-05-30 08:00:00,2011-05-30 08:30:00
15.953,150.26,81.386,125.22,99.1,3.088,0.36533,318.09,0.0,400.26,0.3375,0.086,3.375,2011-05-30 08:30:00,2011-05-30 09:00:00
15.873,326.82,77.446,266.2,99.057,3.772,0.36302,670.69,0.0,397.41,0.4069,0.086,4.069,2011-05-30 09:00:00,2011-05-30 09:30:00
16.917,544.04,73.071,438.57,98.977,4.378,0.52557,1115.5,0.0,392.77,0.5192,0.086,5.192,2011-05-30 09:30:00,2011-05-30 10:00:00
18.675,733.78,66.6,570.47,99.0,4.665,0.61923,1506.8,0.0,389.06,0.7194,0.086,7.194000000000001,2011-05-30 10:00:00,2011-05-30 10:30:00
19.98,732.35,63.295,569.71,99.0,3.991,0.41417,1515.0,0.0,386.28,0.8573999999999999,0.0855,8.574,2011-05-30 10:30:00,2011-05-30 11:00:00
20.755,792.63,60.087,619.75,99.0,3.268,0.53621,1652.4,0.0,383.96,0.9781,0.0855,9.780999999999999,2011-05-30 11:00:00,2011-05-30 11:30:00
21.639,801.62,57.099,628.8,98.987,3.191,0.51487,1693.9,0.0,383.33,1.1099,0.0855,11.099,2011-05-30 11:30:00,2011-05-30 12:00:00
