Day of the Year (DOY),Stand transpiration (mm/h),E. parramattensis (mm/h),A. bakeri (mm/h),Radiation (W/m2),T(degC),VPD (kPa),Volumetric water content (m3/m3),Rain (mm)
8.56,0.13018,0.06642,0.0741,832,23.1,1.289639644,0.0995,0
8.58,0.13227,0.05773,0.07693,502,22.2,1.242631464,0.0995,0
8.6,0.12174,0.05509,0.07509,435,22.4,1.30906414,0.0995,0
8.62,0.132,0.05964,0.07263,455,22.3,1.277013016,0.0995,0
8.65,0.11196,0.05693,0.06481,541,22.5,1.317014666,0.099697917,0
8.67,0.12715,0.06313,0.06887,228,21.3,1.166436376,0.099958333,0
8.69,0.10144,0.05032,0.06164,243,21.6,1.205908223,0.0995625,0
8.71,0.09258,0.05335,0.0738,159,22.1,1.192712802,0.099041667,0
8.73,0.07658,0.04754,0.0539,149,21.6,1.1493411,0.098520833,0
8.75,0.06928,0.04225,0.05034,77,20.9,1.057056221,0.098,0
8.77,0.05076,0.0341,0.04248,33,20.5,0.969059265,0.098260417,0
8.79,0.03662,0.03243,0.03685,9,20.4,0.932091058,0.0984375,0
8.81,0.03062,0.02354,0.02722,0,20.3,0.855152572,0.09765625,0
8.83,0.02636,0.01602,0.0206,0,19.8,0.866262854,0.097033333,0
8.85,0.02445,0.0143,0.01631,0,21.3,0.924059986,0.097241667,0
8.87,0.02227,0.01183,0.01453,0,21.5,0.853587786,0.09745,0
8.9,0.02124,0.01102,0.01343,0,21.1,0.838052784,0.097104167,0
8.92,0.01973,0.00972,0.01254,0,20.6,0.781444789,0.096583333,0
8.94,0.01985,0.00839,0.01284,0,20.3,0.750633924,0.0965,0
8.96,0.02076,0.00783,0.0119,0,20,0.650700261,0.0965,0
8.98,0.01878,0.00829,0.01156,0,19.3,0.471452568,0.096260417,0
9,0.01602,0.00912,0.01163,0,19.4,0.449623485,0.096,0
9.02,0.01565,0.00805,0.01074,0,20,0.452458246,0.098864583,0
9.04,0.01509,0.00688,0.00914,0,20.3,0.418074591,0.101291667,0
9.06,0.0132,0.00614,0.0095,0,19.9,0.509967538,0.0986875,0
9.08,0.01486,0.00629,0.0088,0,20.3,0.510716119,0.0965,0
9.1,0.01557,0.00473,0.00847,0,20.8,0.524091725,0.0965,0
9.12,0.01559,0.00664,0.00822,0,19.8,0.474601457,0.0965,0
9.15,0.01369,0.00638,0.00919,0,19.3,0.466983823,0.0965,0
9.17,0.0144,0.00625,0.00935,0,19.1,0.4921871,0.0965,0
9.19,0.016,0.00544,0.00825,0,19.5,0.551913687,0.0960625,0
9.21,0.01523,0.00586,0.00854,0,19.6,0.584892048,0.095541667,0
9.23,0.01614,0.00701,0.00898,17,19.5,0.585842807,0.096458333,0
9.25,0.02215,0.00615,0.00908,42,19.8,0.670432156,0.0975,0
9.27,0.03232,0.00662,0.00952,73,20,0.741658362,0.0975,0
9.29,0.04452,0.00944,0.01271,131,20.3,0.862278843,0.097520833,0
9.31,0.06614,0.0149,0.01742,205,21.3,0.972030314,0.09778125,0
9.33,0.08592,0.02006,0.02446,359,21,1.018893533,0.098066667,0
9.35,0.11237,0.03009,0.03605,474,21.6,1.105630141,0.098483333,0
9.37,0.11876,0.03797,0.04795,711,21.2,1.146812264,0.0989,0
9.4,0.13291,0.05059,0.06177,951,22.5,1.357747078,0.09840625,0
9.42,0.12863,0.05312,0.06565,796,22.7,1.388021535,0.097625,0
9.44,0.13408,0.05633,0.07658,405,21.8,1.28050892,0.0975,0
9.46,0.12553,0.0569,0.07173,508,22.8,1.460040845,0.0975,0
9.48,0.12937,0.04868,0.0854,1068,23.2,1.54673936,0.097260417,0
9.5,0.13986,0.05631,0.06922,1023,22.8,1.509814965,0.097,0
9.52,0.12884,0.05657,0.0728,1133,22.8,1.548528169,0.09621875,0
9.54,0.12326,0.06601,0.07385,863,23.4,1.614256456,0.095541667,0
9.56,0.13198,0.05717,0.07167,1009,24.1,1.755508398,0.0960625,0
9.58,0.12767,0.05719,0.06607,912,24.5,1.801243068,0.096533333,0
9.6,0.12617,0.05351,0.07847,765,24.6,1.799750076,0.096741667,0
9.63,0.12154,0.05732,0.07035,799,25.2,1.897511776,0.09695,0
9.65,0.1142,0.0547,0.07147,691,24.8,1.818330128,0.097197917,0
9.67,0.12707,0.05572,0.06582,491,24.2,1.669810688,0.097458333,0
9.69,0.12706,0.05576,0.05844,498,23.8,1.565511339,0.0975,0
9.71,0.10804,0.05494,0.07212,384,23.7,1.486046481,0.0975,0
9.73,0.10174,0.0468,0.08027,283,23.2,1.376768002,0.097260417,0
9.75,0.08738,0.04669,0.06136,184,22.7,1.275330678,0.097,0
9.77,0.07077,0.04155,0.06019,100,22,1.159155941,0.097,0
9.79,0.04909,0.03895,0.04844,54,21,1.008977294,0.096979167,0
9.81,0.03511,0.03223,0.03854,38,20.5,0.923371608,0.09671875,0
9.83,0.02994,0.02191,0.02718,40,20.6,0.858863468,0.096,0
9.85,0.02423,0.01586,0.01926,41,20.9,0.76384016,0.092875,0
9.88,0.02234,0.01292,0.01702,42,20.2,0.628013587,0.08975,0
9.9,0.01892,0.01018,0.01406,40,21.6,0.622238358,0.088802083,0
9.92,0.0184,0.00969,0.01265,42,22.1,0.715627681,0.088541667,0
9.94,0.01874,0.00849,0.01043,41,22.9,0.77061233,0.08828125,0
9.96,0.018,0.00812,0.01028,41,22,0.748182471,0.088020833,0
9.98,0.01758,0.00846,0.01028,41,21.5,0.733472139,0.088,0
10,0.01712,0.00772,0.01028,41,22.2,0.789310973,0.088,0
10.02,0.01651,0.00738,0.0102,38,21.7,0.729506418,0.088260417,0
10.04,0.01667,0.00729,0.00983,38,22.1,0.739481937,0.0885,0
10.06,0.01692,0.00718,0.00933,41,21.5,0.702804315,0.0885,0
10.08,0.0169,0.00692,0.00976,43,21.3,0.694307367,0.089033333,0
10.1,0.01665,0.00694,0.00998,39,21.7,0.713985005,0.092366667,0
10.13,0.01642,0.00705,0.00985,40,21.9,0.730563724,0.0957,0
10.15,0.0148,0.0071,0.00954,40,22,0.692859119,0.0965,0
10.17,0.01668,0.00695,0.00946,41,21.6,0.676234249,0.0965,0
10.19,0.01711,0.00606,0.00873,41,21.8,0.679294366,0.09671875,0
10.21,0.01572,0.00743,0.00924,42,21.7,0.664833863,0.096979167,0
10.23,0.0151,0.00706,0.01005,102,21.7,0.646725548,0.096760417,0
10.25,0.02445,0.00661,0.00912,195,21.8,0.720936933,0.0965,0
10.27,0.04652,0.00621,0.00889,300,22.3,0.861178946,0.0965,0
10.29,0.07818,0.01052,0.01393,409,22.4,0.971676475,0.0964375,0
10.31,0.09888,0.02048,0.02604,513,21.4,0.944939244,0.09565625,0
10.33,0.12028,0.03578,0.04239,633,21.5,1.019705169,0.095166667,0
10.35,0.11112,0.04478,0.05409,602,21.6,1.082489045,0.096208333,0
10.38,0.11578,0.05783,0.06246,781,23.1,1.272744802,0.09725,0
10.4,0.12011,0.04617,0.06495,851,23.4,1.359072043,0.0975,0
10.42,0.12188,0.05279,0.06299,910,23.3,1.407900163,0.0975,0
10.44,0.1234,0.05352,0.06659,969,23.9,1.530636055,0.096625,0
10.46,0.12526,0.05638,0.0655,1014,24,1.611214652,0.095583333,0
10.48,0.12581,0.05224,0.07116,1046,25.6,1.917202381,0.095979167,0
10.5,0.12918,0.05103,0.07424,1056,25.9,2.031724959,0.0965,0
10.52,0.13624,0.05853,0.06729,1048,26.8,2.304920065,0.095458333,0
10.54,0.129,0.0539,0.07529,1025,27.7,2.538272358,0.094625,0
10.56,0.10573,0.06332,0.07292,975,28.4,2.702841486,0.0961875,0
10.58,0.10649,0.05979,0.06921,924,29,2.835475063,0.097566667,0
10.6,0.10215,0.04173,0.064,846,29.9,3.051321046,0.097983333,0
10.63,0.09436,0.04122,0.06527,765,30,2.912240403,0.0984,0
10.65,0.12027,0.0388,0.06336,680,29.6,2.729358695,0.098302083,0
10.67,0.11717,0.03535,0.05901,583,28.9,2.52472856,0.098041667,0
10.69,0.11563,0.04227,0.078,476,28.2,2.320209062,0.097125,0
10.71,0.10903,0.04167,0.07549,368,26.8,2.030859448,0.096083333,0
10.73,0.10233,0.04502,0.07061,268,25.6,1.783063648,0.09528125,0
10.75,0.08903,0.03708,0.07195,173,24.3,1.471020439,0.0945,0
10.77,0.0704,0.03656,0.06577,68,23.4,1.261585862,0.093197917,0
10.79,0.0486,0.03572,0.05331,15,21.7,1.019239463,0.09175,0
10.81,0.03352,0.02805,0.04235,0,21.8,0.903123161,0.088625,0
10.83,0.02993,0.01977,0.02883,16,21.9,0.801263439,0.086433333,0
10.85,0.0255,0.01209,0.02143,38,20.8,0.668584303,0.089141667,0
10.88,0.0223,0.01228,0.01765,35,20.2,0.55246308,0.09185,0
10.9,0.02028,0.01051,0.01498,31,19.7,0.437357048,0.092697917,0
10.92,0.01909,0.00878,0.01352,35,20.1,0.443500825,0.092958333,0
10.94,0.01501,0.00819,0.0121,34,19.4,0.36644314,0.093875,0
10.96,0.01563,0.00896,0.01013,35,18.9,0.303043892,0.094916667,0
10.98,0.01417,0.00599,0.00901,28,18.5,0.255263766,0.095,0
11,0.0128,0.00769,0.00794,27,18.4,0.247354728,0.095,0
11.02,0.01086,0.00689,0.00728,43,18.1,0.211693132,0.095,0
11.04,0.01069,0.00591,0.0069,46,20.4,0.222267868,0.095020833,0
11.06,0.01068,0.00486,0.006,47,22.7,0.159416335,0.09528125,0
11.08,0.00987,0.00499,0.0057,43,22.3,0.160968027,0.095533333,0
11.1,0.00879,0.00489,0.00579,46,24.2,0.159459399,0.095741667,0
11.13,0.00901,0.00493,0.00495,44,23.8,0.126298288,0.09595,0
11.15,0.00809,0.00438,0.00441,38,24.1,0.101681917,0.095802083,0
11.17,0.00821,0.00451,0.0045,17,24.4,0.066990317,0.095541667,0
11.19,0.0083,0.00422,0.00387,0,23.3,0.045600005,0.0950625,0
11.21,0.00776,0.00421,0.00399,2,23.7,0.037954036,0.094541667,0
11.23,0.008,0.00399,0.00431,56,23,0.030787386,0.094739583,0
11.25,0.00511,0.00383,0.00394,145,23.8,0.014685847,0.095,0
11.27,0.00812,0.00391,0.00409,278,21.4,0.144789078,0.095260417,0
11.29,0.03856,0.00231,0.0028,420,23,0.573764912,0.0955,0
11.31,0.08217,0.00364,0.00448,523,21.8,0.679294366,0.0955,0
11.33,0.10466,0.01974,0.01882,620,22.1,0.781889503,0.094966667,0
11.35,0.10956,0.03874,0.04343,703,23.1,0.929216338,0.091633333,0
11.38,0.1293,0.05427,0.05039,769,23.5,1.073062722,0.0883,0
11.4,0.12204,0.05346,0.0561,838,23.6,1.239158528,0.0875,0
11.42,0.11801,0.07063,0.05867,900,25.2,1.558898563,0.0875,0
11.44,0.11966,0.05981,0.06223,960,26.6,1.874980284,0.08684375,0
11.46,0.10388,0.06031,0.0577,1007,28.5,2.307044691,0.0860625,0
11.48,0.10642,0.05593,0.06373,1029,30,2.729960436,0.086,0
11.5,0.08559,0.03921,0.06467,1034,32,3.248817986,0.086,0
11.52,0.08284,0.0439,0.06252,1027,33.3,3.749051748,0.08521875,0
11.54,0.06699,0.03538,0.05021,1009,34.4,4.184730733,0.0845625,0
11.56,0.08427,0.02844,0.0544,969,35.5,4.536357244,0.08534375,0
11.58,0.08029,0.01761,0.04938,918,36.5,4.81234241,0.0859,0
11.6,0.08988,0.03297,0.0513,850,37.3,5.053491429,0.085275,0
11.63,0.08652,0.02615,0.05414,771,38,5.236288904,0.08465,0
11.65,0.10937,0.03035,0.05953,683,38.4,5.310082536,0.084697917,0
11.67,0.13036,0.02949,0.05704,587,37.2,4.790584318,0.084958333,0
11.69,0.10929,0.0416,0.06777,490,36.5,4.634787792,0.08521875,0
11.71,0.09311,0.03534,0.09502,380,36.1,4.485872264,0.085479167,0
11.73,0.09817,0.02956,0.07974,277,35.1,4.198623253,0.085020833,0
11.75,0.08443,0.02808,0.06503,177,34.1,3.852344017,0.0845,0
11.77,0.07483,0.02561,0.07256,63,33.4,3.523075413,0.0845,0
11.79,0.06553,0.02732,0.05711,11,31.1,2.845922891,0.0845,0
11.81,0.05047,0.02351,0.05132,0,29.2,2.306357256,0.0845,0
11.83,0.0432,0.02149,0.04404,0,27.9,2.013432671,0.084566667,0
11.85,0.03832,0.01834,0.03213,0,26.1,1.668436676,0.084983333,0
11.88,0.03427,0.0155,0.0277,0,24.3,1.41351141,0.0854,0
11.9,0.02875,0.01483,0.02349,0,23.3,1.20840014,0.0855,0
11.92,0.02476,0.01469,0.01958,0,23.2,1.164303804,0.0855,0
11.94,0.02518,0.01137,0.01738,0,22.2,0.981305534,0.08528125,0
11.96,0.02408,0.00773,0.01703,0,24.2,1.050025099,0.085020833,0
11.98,0.02541,0.01043,0.01474,0,24.9,1.229959182,0.085239583,0
12,0.02413,0.00924,0.01483,0,24.1,1.103547868,0.0855,0
12.02,0.02388,0.00995,0.01546,0,23.8,0.992763288,0.085760417,0
12.04,0.02023,0.00979,0.01434,0,23.7,0.893379613,0.085958333,0
12.06,0.01963,0.01027,0.01361,0,22.8,0.713429049,0.0854375,0
12.08,0.01807,0.00785,0.01238,0,23.3,0.664050077,0.085033333,0
12.1,0.01655,0.00838,0.01125,0,22.3,0.595581701,0.085241667,0
12.13,0.0161,0.00817,0.0099,0,21.2,0.449189049,0.08545,0
12.15,0.01397,0.00741,0.00914,0,19.8,0.32254468,0.0855,0
12.17,0.01258,0.00739,0.0087,0,20.2,0.2479001,0.0855,0
12.19,0.01178,0.00591,0.00806,0,18.9,0.170053407,0.0855,0
12.21,0.01025,0.00554,0.00704,1,18.7,0.129212003,0.0855,0
12.23,0.00878,0.00519,0.00659,43,22.8,0.127200528,0.085739583,0
12.25,0.00788,0.00471,0.00554,135,20.3,0.152027124,0.086,0
12.27,0.02318,0.00425,0.00453,251,23.6,0.438203601,0.085739583,0
12.29,0.0607,0.00338,0.0045,371,25.2,0.737921246,0.0854375,0
12.31,0.08862,0.01018,0.013,475,26.1,1.13925575,0.08465625,0
12.33,0.10863,0.03045,0.03025,573,25.9,1.265664728,0.084066667,0
12.35,0.10075,0.0406,0.04802,665,25.6,1.432994271,0.084483333,0
12.38,0.12084,0.05313,0.0555,746,27,1.859502688,0.0849,0
12.4,0.11098,0.04363,0.05712,809,27.9,2.005933853,0.084604167,0
12.42,0.10237,0.05532,0.06552,875,29.4,2.304758075,0.084083333,0
12.44,0.12155,0.05856,0.05241,936,30.4,2.676838547,0.08421875,0
12.46,0.10439,0.04749,0.05488,978,31.7,2.964403217,0.084479167,0
12.48,0.09793,0.05972,0.06183,1011,32.5,3.318354744,0.0845,0
12.5,0.08888,0.04358,0.06081,1023,33.8,3.751000294,0.0845,0
12.52,0.08808,0.03968,0.05825,1010,35,4.118949435,0.08371875,0
12.54,0.08393,0.03569,0.05319,994,36.8,4.649517042,0.083041667,0
12.56,0.06876,0.03329,0.05479,936,38.3,4.842479977,0.0835625,0
12.58,0.08144,0.02765,0.05628,903,37.9,4.765161617,0.0839,0
12.6,0.09088,0.02035,0.04841,809,38.5,5.229580198,0.083275,0
12.63,0.10438,0.0236,0.05784,701,38.9,5.468965809,0.08265,0
12.65,0.11836,0.02668,0.0642,88,35.9,4.40104859,0.08309375,0
12.67,0.08839,0.03026,0.07412,45,31.6,2.69641399,0.083875,0
12.69,0.07115,0.03065,0.08771,350,30.6,2.549972237,0.08378125,0
12.71,0.10065,0.02377,0.06463,85,30.3,2.583746674,0.083520833,0
12.73,0.07237,0.02387,0.04728,49,29.4,2.206509062,0.0835,0
12.75,0.05667,0.03527,0.06538,55,29.8,2.413508796,0.0835,0
12.77,0.05449,0.021,0.05137,25,29.5,2.330576607,0.083760417,0
12.79,0.04479,0.01853,0.03814,0,29.1,2.176275056,0.083958333,0
12.81,0.04314,0.01886,0.03563,0,27.7,1.760115869,0.0834375,0
12.83,0.03928,0.01546,0.02933,0,26.9,1.562235846,0.083066667,0
12.85,0.03438,0.01639,0.02674,0,26.3,1.650872816,0.083483333,0
12.88,0.03541,0.01562,0.02366,0,26.4,1.657276905,0.0839,0
12.9,0.03127,0.01237,0.02201,0,25.5,1.313895072,0.083604167,0
12.92,0.02649,0.01286,0.02255,0,24,0.89776167,0.083083333,0
12.94,0.0246,0.01057,0.0207,0,23.4,0.791358405,0.083,0
12.96,0.0214,0.00923,0.01727,0,22.3,0.520463288,0.083,0
12.98,0.01759,0.00885,0.01575,0,22.4,0.488537339,0.083239583,0
13,0.01762,0.0075,0.0139,0,22.4,0.466944528,0.0835,0
13.02,0.01605,0.00579,0.0118,0,22.2,0.386655713,0.083239583,0
13.04,0.01554,0.00757,0.01005,0,21.4,0.231154492,0.083,0
13.06,0.01076,0.00604,0.01002,0,21.9,0.295891401,0.083,0
13.08,0.0126,0.00512,0.01042,0,22.5,0.407324123,0.083,0
13.1,0.01444,0.00348,0.00728,0,22.3,0.617044105,0.083,0
13.13,0.01735,0.00477,0.00783,0,22.3,0.657286111,0.083,0
13.15,0.01803,0.00518,0.00926,0,24.9,0.800100998,0.083,0
13.17,0.01448,0.00678,0.01056,0,25.3,0.890169939,0.083,0
13.19,0.01695,0.00623,0.01179,0,21.7,0.765723048,0.083,0
13.21,0.0169,0.00453,0.00995,0,22.8,0.837864349,0.083,0
13.23,0.01975,0.0063,0.01065,5,24.9,0.972671802,0.082760417,0
13.25,0.01952,0.00579,0.01111,16,21.9,0.801263439,0.0825,0
13.27,0.02564,0.00682,0.01294,42,23.8,0.934019898,0.0825,0
13.29,0.03364,0.00666,0.01285,74,24.1,1.00784724,0.082520833,0
13.31,0.04702,0.01038,0.01526,135,25,1.13633469,0.08278125,0
13.33,0.06567,0.01374,0.0199,190,23.5,1.119215957,0.083,0
13.35,0.08063,0.02044,0.02658,193,22,1.056412573,0.083,0
13.38,0.09102,0.02923,0.03644,279,22.4,1.155215365,0.08295,0
13.4,0.10355,0.03565,0.04498,577,24.2,1.40805658,0.082741667,0
13.42,0.13756,0.04015,0.05087,670,23.7,1.465609692,0.082533333,0
13.44,0.13453,0.04646,0.05709,634,23.8,1.524390966,0.08228125,0
13.46,0.14657,0.05953,0.07802,699,24.3,1.655654692,0.082020833,0
13.48,0.1366,0.05507,0.07946,1012,25.1,1.883025762,0.082239583,0
13.5,0.12014,0.06618,0.08039,1045,25.3,1.876748174,0.0825,0
13.52,0.14261,0.0593,0.0773,600,24.7,1.729962211,0.082239583,0
13.54,0.1346,0.055,0.06514,1033,25.6,1.953190822,0.082,0
13.56,0.13957,0.05934,0.08327,985,25.7,2.001075914,0.082,0
13.58,0.12363,0.06296,0.07165,897,26,2.087413857,0.082,0
13.6,0.11984,0.06434,0.07522,693,26.1,1.874042004,0.082,0
13.63,0.12906,0.05283,0.0708,806,25.2,1.776122134,0.08205,0
13.65,0.12157,0.05073,0.06911,691,24.5,1.684836203,0.082258333,0
13.67,0.12119,0.05663,0.07243,582,24.3,1.640520737,0.082466667,0
13.69,0.11512,0.05851,0.06306,499,24,1.551760237,0.08228125,0
13.71,0.10653,0.05155,0.06964,326,22.9,1.338139101,0.082020833,0
13.73,0.10115,0.05339,0.06172,223,22.3,1.164335397,0.082,0
13.75,0.06334,0.0475,0.05903,92,21.5,0.909812131,0.082,0
13.77,0.04941,0.0443,0.05685,22,21.5,0.904700827,0.082,0
13.79,0.03403,0.02937,0.03397,10,21.3,0.898812446,0.082,0
13.81,0.03159,0.02328,0.02613,0,21,0.852796533,0.082,0
13.83,0.02602,0.01403,0.02,0,21.1,0.848029603,0.082,0
13.85,0.02494,0.01471,0.01687,0,20.9,0.803264168,0.082,0
13.88,0.02383,0.01094,0.01508,0,21.1,0.823087556,0.082,0
13.9,0.0208,0.01089,0.01405,0,21.3,0.810446054,0.082,0
13.92,0.02121,0.0102,0.01363,0,21,0.780903802,0.082,0
13.94,0.02096,0.00757,0.01323,0,20.7,0.781358286,0.08221875,0
13.96,0.01987,0.00808,0.01313,0,19.6,0.39599695,0.082479167,0
13.98,0.0144,0.00836,0.0126,0,19.4,0.316984557,0.082739583,0
14,0.01546,0.00808,0.0118,0,18.6,0.177647227,0.083,0
14.02,0.01048,0.00441,0.01,0,18.8,0.160344274,0.082479167,0
14.04,0.00987,0.00625,0.0092,0,20.6,0.222578702,0.081979167,0
14.06,0.01191,0.00438,0.0061,0,19.9,0.3314789,0.08171875,0
14.08,0.01156,0.00354,0.00633,0,20,0.263545267,0.081541667,0
14.1,0.01194,0.00456,0.00735,0,20.9,0.182336038,0.081802083,0
14.13,0.00875,0.00451,0.00705,0,18.3,0.113462768,0.08205,0
14.15,0.0095,0.0044,0.00754,0,17.9,0.364895732,0.082258333,0
14.17,0.01313,0.00358,0.00518,0,17.7,0.360417666,0.082466667,0
14.19,0.01275,0.00434,0.00516,0,17.4,0.270315827,0.0825,0
14.21,0.01334,0.00547,0.00766,1,17.8,0.20984821,0.0825,0
14.23,0.00992,0.00504,0.00772,42,20.1,0.218230565,0.082020833,0
14.25,0.01369,0.00676,0.00658,90,20.4,0.372836423,0.0815,0
14.27,0.0222,0.00449,0.00543,133,20,0.531755052,0.0815,0
14.29,0.06134,0.00611,0.00759,362,21,0.914773026,0.0815,0
14.31,0.08608,0.00987,0.01233,473,22.2,1.047970312,0.0815,0
14.33,0.1106,0.02928,0.03206,576,22.2,1.109301908,0.081541667,0
14.35,0.10924,0.03727,0.04881,668,24.9,1.380566428,0.081802083,0
14.38,0.11107,0.05024,0.06037,784,22.6,1.37418564,0.082,0
14.4,0.11708,0.04832,0.06092,820,22.6,1.494392733,0.082,0
14.42,0.12498,0.04743,0.06364,879,23.6,1.601909853,0.082,0
14.44,0.12433,0.05243,0.06464,956,23.9,1.622237827,0.081125,0
14.46,0.13322,0.05377,0.07121,1045,24.1,1.65382648,0.080083333,0
14.48,0.12765,0.05457,0.06976,830,23.8,1.647752085,0.080239583,0
14.5,0.1202,0.06495,0.06827,1019,24.7,1.81677035,0.0805,0
14.52,0.15447,0.05675,0.07089,1008,25.5,1.970842607,0.0805,0
14.54,0.13204,0.05165,0.06855,989,26.4,2.165096743,0.080479167,0
14.56,0.11996,0.06835,0.08612,961,26.7,2.183022686,0.08021875,0
14.58,0.12949,0.06147,0.07057,905,26.2,1.990330569,0.080041667,0
14.6,0.12116,0.04758,0.07238,847,26.1,1.924600691,0.080302083,0
14.63,0.13453,0.05755,0.07194,763,25.5,1.817988478,0.0805,0
14.65,0.11603,0.04743,0.07373,684,25.4,1.849196011,0.0805,0
14.67,0.1172,0.05632,0.07821,576,25.2,1.859178205,0.0805,0
14.69,0.11059,0.04863,0.0674,490,24.8,1.821449048,0.0805,0
14.71,0.10678,0.05013,0.06707,365,24.3,1.743431632,0.0805,0
14.73,0.10649,0.0496,0.06099,258,23.5,1.595171196,0.080739583,0
14.75,0.08839,0.04619,0.06059,176,23.1,1.475482912,0.081,0
14.77,0.07151,0.04122,0.06527,57,22.7,1.3385475,0.080739583,0
14.79,0.04911,0.04019,0.04821,9,21.4,1.122750392,0.080541667,0
14.81,0.03526,0.03353,0.03798,0,20.9,0.933856195,0.0810625,0
14.83,0.02959,0.02077,0.02834,0,20.1,0.776713085,0.081416667,0
14.85,0.02354,0.01519,0.02008,0,19.8,0.645089359,0.080895833,0
14.88,0.02164,0.01235,0.01723,0,19.3,0.511671271,0.0805,0
14.9,0.0182,0.00867,0.01487,0,20.7,0.443013109,0.0805,0
14.92,0.01729,0.00884,0.01281,0,18.9,0.427313689,0.0805,0
14.94,0.01431,0.00781,0.0104,0,21.6,0.380542467,0.0809375,0
14.96,0.01423,0.0075,0.00979,0,21.1,0.244432062,0.081458333,0
14.98,0.01322,0.00644,0.00787,0,20.7,0.279925866,0.081260417,0
15,0.01302,0.0068,0.00743,0,21.4,0.322600226,0.081,0
15.02,0.01115,0.00599,0.00723,0,17.6,0.215321114,0.080739583,0
15.04,0.01073,0.00582,0.0072,0,16.8,0.168528224,0.080458333,0
15.06,0.00961,0.00452,0.00663,0,19.8,0.184311246,0.0799375,0
15.08,0.00994,0.00485,0.00588,0,21.8,0.187391549,0.079625,0
15.1,0.00991,0.00415,0.00547,0,21.2,0.15809447,0.08040625,0
15.13,0.00851,0.00451,0.00543,0,20.9,0.098560021,0.08095,0
15.15,0.00865,0.00453,0.00538,0,21.5,0.130338255,0.080741667,0
15.17,0.00771,0.00383,0.00468,0,15.8,0.07198295,0.080533333,0
15.19,0.00776,0.00416,0.0045,0,16.4,0.059779209,0.08028125,0
15.21,0.00804,0.00314,0.00457,1,19.3,0.062562426,0.080020833,0
15.23,0.007,0.00331,0.00445,59,20.4,0.05735945,0.080239583,0
15.25,0.00599,0.00359,0.00445,160,21.6,0.061709589,0.0805,0
15.27,0.01977,0.00336,0.00364,278,22.1,0.360464313,0.080760417,0
15.29,0.0475,0.00294,0.00305,235,20.9,0.52729611,0.080958333,0
15.31,0.08601,0.01023,0.00954,439,21.5,0.725805183,0.0804375,0
15.33,0.09791,0.0213,0.0262,336,21.2,0.818076144,0.08,0
15.35,0.12305,0.04022,0.04579,458,22.4,0.966278272,0.08,0
15.38,0.11562,0.05403,0.04388,807,22.9,1.140617529,0.08005,0
15.4,0.11587,0.06324,0.05981,774,25,1.612963963,0.080258333,0
15.42,0.11846,0.04979,0.06583,831,25.3,1.70964046,0.080466667,0
15.44,0.14161,0.05179,0.06408,965,26.5,1.884598425,0.08028125,0
15.46,0.13195,0.05741,0.06105,993,25.3,1.767485438,0.080020833,0
15.48,0.12119,0.05794,0.08367,1007,25,1.811822534,0.07928125,0
15.5,0.1253,0.06107,0.07089,1008,25.8,1.996482677,0.0785,0
15.52,0.12582,0.05482,0.06637,982,26.2,2.112395135,0.07928125,0
15.54,0.12733,0.05416,0.07114,931,27,2.328822678,0.08,0
15.56,0.10391,0.05318,0.07265,873,27.5,2.402315112,0.08,0
15.58,0.10647,0.057,0.07033,832,27.7,2.341880482,0.079958333,0
15.6,0.11549,0.04102,0.06289,811,27.7,2.386346567,0.079697917,0
15.63,0.09434,0.045,0.06147,772,27.3,2.240211418,0.07955,0
15.65,0.10477,0.05024,0.06525,695,26.8,2.122212987,0.079758333,0
15.67,0.10386,0.03306,0.06128,605,26.4,2.024416923,0.079966667,0
15.69,0.09577,0.04677,0.058,502,26,1.906482319,0.08,0
15.71,0.10287,0.0437,0.06016,389,25.3,1.732135729,0.08,0
15.73,0.09335,0.03913,0.05664,284,24.7,1.571847385,0.08,0
15.75,0.07822,0.04442,0.05845,187,24.1,1.429528133,0.08,0
15.77,0.06731,0.03966,0.05369,67,24.7,1.286620641,0.080260417,0
15.79,0.04756,0.03302,0.0452,9,22.3,0.987270567,0.0805,0
15.81,0.03219,0.02885,0.03846,0,22.2,0.911974165,0.0805,0
15.83,0.02918,0.02053,0.02703,0,22.8,0.83509912,0.080416667,0
15.85,0.02572,0.01267,0.01952,0,25.3,0.85482023,0.079895833,0
15.88,0.02139,0.01177,0.01742,0,22.8,0.616646039,0.07955,0
15.9,0.02146,0.01147,0.01425,0,24.1,0.598128926,0.079758333,0
15.92,0.01762,0.00894,0.01245,0,23.6,0.525263919,0.079966667,0
15.94,0.01499,0.00937,0.01209,0,24.6,0.468428102,0.07978125,0
15.96,0.01491,0.00742,0.0102,0,25.1,0.596979499,0.079520833,0
15.98,0.01496,0.00603,0.00896,0,25.2,0.664448568,0.079260417,0
16,0.01536,0.00551,0.0094,0,25.9,0.686123511,0.079,0
16.02,0.01432,0.00618,0.00877,0,25.9,0.516257981,0.07978125,0
16.04,0.01283,0.00622,0.00914,0,24.9,0.363967513,0.080479167,0
16.06,0.01114,0.00578,0.00854,0,24.1,0.242242215,0.08021875,0
16.08,0.00998,0.00551,0.00732,0,24.9,0.316902748,0.08,0
16.1,0.01027,0.00506,0.00608,0,24.3,0.326893431,0.08,0
16.13,0.01056,0.00423,0.00574,0,24.3,0.311759476,0.08,0
